,LOCALITY,COUNTRY,CONTINENT,CHARACTER,EPLINE,EPISODE,LINE,CONTEXT,COMMENT,Locality_Count,Country_Count,Continent_Count,EpLocalCount,EpCountryCount,EpContCount,CharLocCount,CharCountryCount,CharContCount,LATITUDE,LONGITUDE
1406,,England,Europe,Answer,17.0791,17,791,"...Trinity college, Dr Alexander J. Dowie. At the bar, English or Irish:...",,0,210,1330,0,25,138,0,25,137,51.5,-0.11667
1407,,Ireland,Europe,Answer,17.0791,17,791,"...Trinity college, Dr Alexander J. Dowie. At the bar, English or Irish:...",,0,556,1330,0,56,138,0,55,137,53.41667,-8
1408,,Austria,Europe,Answer,17.0869,17,869,"...ancestry, remote, a violation, Herr Hauptmann Hainau, Austrian army,...",,0,15,1330,0,5,138,0,5,137,47.6,13.7833
1409,,Britain,Europe,Answer,17.087,17,870,"...proximate, a hallucination, lieutenant Mulvey, British navy.",,0,85,1330,0,8,138,0,8,137,53.826,-2.422
1410,,England,Europe,Answer,17.0877,17,877,"...entreated by an English visitor, she declined to permit him to make and take.",,0,210,1330,0,25,138,0,25,137,51.5,-0.11667
1411,Mullingar,Ireland,Europe,Answer,17.0882,17,882,"...birth she wrote a letter from Mullingar, county Westmeath, making a brief...",,10,556,1330,2,56,138,2,55,137,53.5224,-7.3378
1412,Mullingar,Ireland,Europe,Answer,17.0891,17,891,"...(Mullingar student) or of a healing herb (valerian). Differently, because of.",,10,556,1330,2,56,138,2,55,137,53.5224,-7.3378
1413,,Italy,Europe,Answer,17.0962,17,962,"To inaugurate a prearranged course of Italian instruction, place the...",,0,76,1330,0,12,138,0,12,137,43,12
1414,,Ireland,Europe,Answer,17.0968,17,968,"...National Library of Ireland, 10 Kildare street, the National Maternity...",,0,556,1330,0,56,138,0,55,137,53.41667,-8
1415,,Egypt,Africa,Answer,17.103,17,1030,"The 113th, modus peregrinus: In exitu Israêl de Egypto: domus Jacob de...",,0,37,83,0,4,6,0,4,6,26,30
1416,Israel,Turkish Empire,Asia,Answer,17.103,17,1030,"The 113th, modus peregrinus: In exitu Israêl de Egypto: domus Jacob de...",,12,109,186,3,17,26,3,17,26,31,35
1417,,India,Asia,Answer,17.1076,17,1076,...innumerable quires and reams of India paper would have to be...,,0,11,186,0,2,26,0,2,26,21,78
1418,Rome,Italy,Europe,Answer,17.1206,17,1206,"...bridal ring of the holy Roman catholic apostolic church, conserved in...",,33,76,1330,5,12,138,5,12,137,41.9,12.5
1419,Calcata,Italy,Europe,Answer,17.1207,17,1207,"...Calcata, were deserving of simple hyperduly or of the fourth degree of...",,1,76,1330,1,12,138,1,12,137,42.21667,12.41667
1420,Kimmage,Ireland,Europe,Answer,17.1261,17,1261,"...Luke Doyle, Kimmage, he had awaited with patience the apparition of the...",,1,556,1330,1,56,138,1,55,137,53.31667,-6.28889
1421,Agendath Netaim,Turkish Empire,Asia,Answer,17.1325,17,1325,"...entitled Agendath Netaim, unfolded the same, examined it superficially,...","Agdendath is the ""model farm at Kennereth,"" which is the sea of Galilee, and as",16,109,186,2,17,26,2,17,26,32.83333,35.58333
1422,Connemara,Ireland,Europe,Answer,17.1335,17,1335,"A timepiece of striated Connemara marble, stopped at the hour of...",,5,556,1330,2,56,138,2,55,137,53.5,-9.75
1423,,Madagascar,Africa,Answer,17.1374,17,1374,"Ellis's Three Trips to Madagascar (brown cloth, title obliterated).",,0,2,83,0,1,6,0,1,6,-20,47
1424,,China,Asia,Answer,17.1379,17,1379,"Voyages in China by ""Viator"" (recovered with brown paper, red ink title).",,0,19,186,0,1,26,0,1,26,35,103
1425,,Turkish Empire,Asia,Answer,17.1385,17,1385,"Hozier's History of the Russo-Turkish War (brown cloth, a volumes, with...",,0,109,186,0,17,26,0,17,26,39.1667,35.6667
1426,,Russia,Asia,Answer,17.1385,17,1385,"Hozier's History of the Russo-Turkish War (brown cloth, a volumes, with...",,0,9,186,0,2,26,0,2,26,60,90
1427,Gibraltar,Britain,Europe,Answer,17.1386,17,1386,"...gummed label, Garrison Library, Governor's Parade, Gibraltar, on verso...",,26,85,1330,4,8,138,4,8,137,36.13333,-5.35
1428,,Ireland,Europe,Answer,17.1388,17,1388,"Laurence Bloomfield in Ireland by William Allingham (second edition,...",,0,556,1330,0,56,138,0,55,137,53.41667,-8
1429,London,England,Europe,Answer,17.1399,17,1399,"Pardies and rendered into English by John Harris D. D. London, printed...",,33,210,1330,10,25,138,10,25,137,51.50722,-0.1275
1430,Southwark,England,Europe,Answer,17.1402,17,1402,...burgh of Southwark and having ink calligraphed statement on the flyleaf...,,2,210,1330,1,25,138,1,25,137,51.4988,-0.0901
1431,Enniscorthy,Ireland,Europe,Answer,17.1406,17,1406,"...carpenter, Dufery Gate, Enniscorthy, county Wicklow, the fineft place in...",,2,556,1330,1,56,138,1,55,137,52.50206,-6.56588
1432,Wicklow,Ireland,Europe,Answer,17.1406,17,1406,"...carpenter, Dufery Gate, Enniscorthy, county Wicklow, the fineft place in...","Enniscorthy is in county Wexford, not county Wicklow, and for that reason, we co",4,556,1330,1,56,138,1,55,137,52.9779,-6.033
1433,,Turkish Empire,Asia,Answer,17.1416,17,1416,Hozier's History of the Russo-Turkish war.,,0,109,186,0,17,26,0,17,26,39.1667,35.6667
1434,,Russia,Asia,Answer,17.1416,17,1416,Hozier's History of the Russo-Turkish war.,,0,9,186,0,2,26,0,2,26,60,90
1435,Plevna,Bulgaria,Europe,Answer,17.1425,17,1425,"...military engagement, Plevna.",,3,4,1330,1,1,138,1,1,137,43.41667,24.61667
1436,,England,Europe,Answer,17.1499,17,1499,"Not to inherit by right of primogeniture, gavelkind or borough English, or...",,0,210,1330,0,25,138,0,25,137,51.5,-0.11667
1437,Dundrum,Ireland,Europe,Answer,17.1516,17,1516,"...more than 15 minutes from tram or train line (e.g., Dundrum, south, or...",,3,556,1330,2,56,138,2,55,137,53.28972,-6.24417
1438,,Japan,Asia,Answer,17.1531,17,1531,"...with good springing and sunk centre, three banner Japanese screen and...",,0,7,186,0,2,26,0,2,26,35,136
1439,,Japan,Asia,Answer,17.157,17,1570,"...lilac trees, an exotically harmonically accorded Japanese tinkle gatebell...",,0,7,186,0,2,26,0,2,26,35,136
1440,Dundrum,Ireland,Europe,Answer,17.1613,17,1613,"...(honoris causa), Bloomville, Dundrum) and mentioned in court and...",,3,556,1330,2,56,138,2,55,137,53.28972,-6.24417
1441,,England,Europe,Answer,17.1615,17,1615,...for England).,,0,210,1330,0,25,138,0,25,137,51.5,-0.11667
1442,,Ireland,Europe,Answer,17.1636,17,1636,...disbelief in the tenets of the Irish (protestant) church (to which his father,,0,556,1330,0,56,138,0,55,137,53.41667,-8
1443,Israel,Turkish Empire,Asia,Answer,17.1637,17,1637,...Rudolf Virag (later Rudolph Bloom) had been converted from the Israelitic...,,12,109,186,3,17,26,3,17,26,31,35
1444,Rome,Italy,Europe,Answer,17.1639,17,1639,...among the jews) subsequently abjured by him in favour of Roman...,,33,76,1330,5,12,138,5,12,137,41.9,12.5
1445,,Canada,North America,Answer,17.1644,17,1644,"...Canadian) expansion and the evolutionary theories of Charles Darwin,...",,0,7,51,0,4,5,0,4,5,58,-105
1446,Cork City,Ireland,Europe,Answer,17.165,17,1650,"...(M. P. for Cork City), the programme of peace, retrenchment and reform...",,1,556,1330,1,56,138,1,55,137,51.89722,-8.47
1447,Ascot Heath,England,Europe,Answer,17.1677,17,1677,"...3 hr. 8 m.p.m. at Ascot (Greenwich time), the message being received and...",,4,210,1330,1,25,138,1,25,137,51.4084,-0.6707
1448,Greenwich,England,Europe,Answer,17.1677,17,1677,"...3 hr. 8 m.p.m. at Ascot (Greenwich time), the message being received and...",,2,210,1330,1,25,138,1,25,137,51.48,0
1449,Hamburg,Germany,Europe,Answer,17.1681,17,1681,"...imperforate, Hamburg, 1866: 4 pence, rose, blue paper, perforate, Great...",,1,33,1330,1,2,138,1,2,137,53.56528,10.00139
1450,,Britain,Europe,Answer,17.1682,17,1682,"...Britain, 1855: 1 franc, stone, official, rouletted, diagonal surcharge,...",,0,85,1330,0,8,138,0,8,137,53.826,-2.422
1451,,Luxemburg,Europe,Answer,17.1683,17,1683,"...Luxemburg, 1878), antique dynastical ring, unique relic) in unusual...",,0,1,1330,0,1,138,0,1,137,49.6,6.11667
1452,,Spain,Europe,Answer,17.1687,17,1687,...of a comestible fowl). A Spanish prisoner's donation of a distant treasure of,,0,76,1330,0,4,138,0,4,137,40.43333,-3.7
1453,Monte Carlo,Monaco,Europe,Answer,17.1696,17,1696,"...Carlo. A solution of the secular problem of the quadrature of the circle,...",,2,2,1330,1,1,138,1,1,137,43.73972,7.42722
1454,Agendath Netaim,Turkish Empire,Asia,Answer,17.17,17,1700,"...prospectus of Agendath Netaim, Bleibtreustrasse, Berlin, W. 15, by the...","Agdendath is the ""model farm at Kennereth,"" which is the sea of Galilee, and as",16,109,186,2,17,26,2,17,26,32.83333,35.58333
1455,Bleibtreustrasse,Germany,Europe,Answer,17.17,17,1700,"...prospectus of Agendath Netaim, Bleibtreustrasse, Berlin, W. 15, by the...",,4,33,1330,1,2,138,1,2,137,52.50406,13.31984
1456,,Ireland,Europe,Answer,17.1707,17,1707,"...diet), to be multiplied by 4,386,035, the total population of Ireland...",,0,556,1330,0,56,138,0,55,137,53.41667,-8
1457,Poulaphouca,Ireland,Europe,Answer,17.1713,17,1713,...water at Poulaphouca or Powerscourt or catchment basins of main streams...,,7,556,1330,1,56,138,1,55,137,53.11694,-6.58722
1458,Powerscourt,Ireland,Europe,Answer,17.1713,17,1713,...water at Poulaphouca or Powerscourt or catchment basins of main streams...,,1,556,1330,1,56,138,1,55,137,53.146,-6.211
1459,North Bull,Ireland,Europe,Answer,17.1715,17,1715,...to enclose the peninsular delta of the North Bull at Dollymount and erect...,,1,556,1330,1,56,138,1,55,137,53.36706,-6.14856
1460,,Ireland,Europe,Answer,17.172,17,1720,...morning milk. A scheme for the development of Irish tourist traffic in and...,,0,556,1330,0,56,138,0,55,137,53.41667,-8
1461,,Ireland,Europe,Answer,17.1725,17,1725,"...of passenger and goods traffics over Irish waterways, when freed from...",,0,556,1330,0,56,138,0,55,137,53.41667,-8
1462,,England,Europe,Answer,17.1732,17,1732,"...Central Railway, Midland Railway of England, City of Dublin Steam...",,0,210,1330,0,25,138,0,25,137,51.5,-0.11667
1463,Lancashire,England,Europe,Answer,17.1733,17,1733,"...Packet Company, Lancashire and Yorkshire Railway Company, Dublin...",,1,210,1330,1,25,138,1,25,137,53.8,-2.6
1464,Yorkshire,England,Europe,Answer,17.1733,17,1733,"...Packet Company, Lancashire and Yorkshire Railway Company, Dublin...",,10,210,1330,1,25,138,1,25,137,54,-2
1465,London,England,Europe,Answer,17.1734,17,1734,"...and Glasgow Steam Packet Company, Glasgow, Dublin and Londonderry...",,33,210,1330,10,25,138,10,25,137,51.50722,-0.1275
1466,Glasgow,Scotland,Europe,Answer,17.1734,17,1734,"...and Glasgow Steam Packet Company, Glasgow, Dublin and Londonderry...",,2,27,1330,2,3,138,2,3,137,55.858,-4.259
1467,Glasgow,Scotland,Europe,Answer,17.1734,17,1734,"...and Glasgow Steam Packet Company, Glasgow, Dublin and Londonderry...",,2,27,1330,2,3,138,2,3,137,55.858,-4.259
1468,,Ireland,Europe,Answer,17.1735,17,1735,"...Steam Packet Company (Laird line), British and Irish Steam Packet...",,0,556,1330,0,56,138,0,55,137,53.41667,-8
1469,,Britain,Europe,Answer,17.1735,17,1735,"...Steam Packet Company (Laird line), British and Irish Steam Packet...",,0,85,1330,0,8,138,0,8,137,53.826,-2.422
1470,London,England,Europe,Answer,17.1736,17,1736,"...Company, Dublin and Morecambe Steamers, London and North Western...",,33,210,1330,10,25,138,10,25,137,51.50722,-0.1275
1471,Morecambe,England,Europe,Answer,17.1736,17,1736,"...Company, Dublin and Morecambe Steamers, London and North Western...",,1,210,1330,1,25,138,1,25,137,54.064,-2.8786
1472,,Mediterranean,Europe,Answer,17.1739,17,1739,"...for steamers from Mediterranean, Spain, Portugal, France, Belgium and...",,0,3,1330,0,1,138,0,1,137,35,18
1473,,Portugal,Europe,Answer,17.1739,17,1739,"...for steamers from Mediterranean, Spain, Portugal, France, Belgium and...",,0,3,1330,0,1,138,0,1,137,38.7,9.1833
1474,,Spain,Europe,Answer,17.1739,17,1739,"...for steamers from Mediterranean, Spain, Portugal, France, Belgium and...",,0,76,1330,0,4,138,0,4,137,40.43333,-3.7
1475,,France,Europe,Answer,17.1739,17,1739,"...for steamers from Mediterranean, Spain, Portugal, France, Belgium and...",,0,92,1330,0,2,138,0,2,137,47,2
1476,,Belgium,Europe,Answer,17.1739,17,1739,"...for steamers from Mediterranean, Spain, Portugal, France, Belgium and...",,0,7,1330,0,1,138,0,1,137,50.85,4.35
1477,,Holland,Europe,Answer,17.174,17,1740,"...Holland and for Liverpool Underwriters' Association, the cost of acquired...",,0,3,1330,0,2,138,0,2,137,52.3167,5.55
1478,Liverpool,England,Europe,Answer,17.174,17,1740,"...Holland and for Liverpool Underwriters' Association, the cost of acquired...",,7,210,1330,1,25,138,1,25,137,53.4,-3
1479,,England,Europe,Answer,17.1779,17,1779,"...photographs of queen Alexandra of England and of Maud Branscombe,...",,0,210,1330,0,25,138,0,25,137,51.5,-0.11667
1480,,England,Europe,Answer,17.1802,17,1802,"...English weekly periodical Modern Society, subject corporal chastisement in...",,0,210,1330,0,25,138,0,25,137,51.5,-0.11667
1481,London,England,Europe,Answer,17.1805,17,1805,"...purchased by post from Box 32, P. O., Charing Cross, London, W. C.:...",,33,210,1330,10,25,138,10,25,137,51.50722,-0.1275
1482,,Hungary,Europe,Answer,17.1807,17,1807,"...watermarked, now reduced by 3: some assorted Austrian-Hungarian coins:...",,0,20,1330,0,9,138,0,9,137,47.4981,19.04
1483,,Austria,Europe,Answer,17.1807,17,1807,"...watermarked, now reduced by 3: some assorted Austrian-Hungarian coins:...",,0,15,1330,0,5,138,0,5,137,47.6,13.7833
1484,,Hungary,Europe,Answer,17.1808,17,1808,...2 coupons of the Royal and Privileged Hungarian Lottery: a lowpower...,,0,20,1330,0,9,138,0,9,137,47.4981,19.04
1485,London,England,Europe,Answer,17.1813,17,1813,"...purchased by post from Box 32, P. O., Charing Cross, London, W. C.: a...",,33,210,1330,10,25,138,10,25,137,51.50722,-0.1275
1486,London,England,Europe,Answer,17.1821,17,1821,"...Coventry House, South Place, London E C, addressed (erroneously) to...",,33,210,1330,10,25,138,10,25,137,51.50722,-0.1275
1487,,Britain,Europe,Answer,17.1835,17,1835,"Numerous. From clergyman, British naval officer, wellknown author, city...",,0,85,1330,0,8,138,0,8,137,53.826,-2.422
1488,,South Africa,Africa,Answer,17.1839,17,1839,...during the South African campaign! What a relief it would have been!,,0,15,83,0,1,6,0,1,6,-30,25
1489,,Scotland,Europe,Answer,17.1856,17,1856,"...assurance policy of £500 in the Scottish Widows' Assurance Society,...",,0,27,1330,0,3,138,0,3,137,57,-5
1490,,Canada,North America,Answer,17.1864,17,1864,"...personalty: certificate of possession of £900, Canadian 4% (inscribed)...",,0,7,51,0,4,5,0,4,5,58,-105
1491,Szombathely,Hungary,Europe,Answer,17.1871,17,1871,"...formerly of Szombathely in the kingdom of Hungary, hereby give notice...",,6,20,1330,3,9,138,3,9,137,47.23512,16.62191
1492,Szesfehervar,Hungary,Europe,Answer,17.1877,17,1877,"...and 2nd cousin, Stefan Virag of Szesfehervar, Hungary. An ancient...",,1,20,1330,1,9,138,1,9,137,47.19556,18.40889
1493,Ennis,Ireland,Europe,Answer,17.188,17,1880,"...(Passover): a photocard of the Queen's Hotel, Ennis, proprietor, Rudolph...",,8,556,1330,4,56,138,4,55,137,52.8463,-8.9807
1494,Florence,Italy,Europe,Answer,17.1908,17,1908,"...Dublin, London, Florence, Milan, Vienna, Budapest, Szombathely with...",,1,76,1330,1,12,138,1,12,137,43.78333,11.25
1495,Milan,Italy,Europe,Answer,17.1908,17,1908,"...Dublin, London, Florence, Milan, Vienna, Budapest, Szombathely with...",,3,76,1330,2,12,138,2,12,137,45.46667,9.18333
1496,Szombathely,Hungary,Europe,Answer,17.1908,17,1908,"...Dublin, London, Florence, Milan, Vienna, Budapest, Szombathely with...",,6,20,1330,3,9,138,3,9,137,47.23512,16.62191
1497,Budapest,Hungary,Europe,Answer,17.1908,17,1908,"...Dublin, London, Florence, Milan, Vienna, Budapest, Szombathely with...",,2,20,1330,2,9,138,2,9,137,47.47194,19.05028
1498,Vienna,Austria,Europe,Answer,17.1908,17,1908,"...Dublin, London, Florence, Milan, Vienna, Budapest, Szombathely with...",,6,15,1330,2,5,138,2,5,137,48.2,16.36667
1499,London,England,Europe,Answer,17.1908,17,1908,"...Dublin, London, Florence, Milan, Vienna, Budapest, Szombathely with...",,33,210,1330,10,25,138,10,25,137,51.50722,-0.1275
1500,,Hungary,Europe,Answer,17.191,17,1910,"...empress of Austria, queen of Hungary), with commercial advice (having...",,0,20,1330,0,9,138,0,9,137,47.4981,19.04
1501,,Austria,Europe,Answer,17.191,17,1910,"...empress of Austria, queen of Hungary), with commercial advice (having...",,0,15,1330,0,5,138,0,5,137,47.6,13.7833
1502,,,Europe,Answer,17.1913,17,1913,...of a geographical map of Europe (political) and by suggestions for the...,,0,0,1330,0,0,138,0,0,137,46,7
1503,Kilmainham,Ireland,Europe,Answer,17.1945,17,1945,"...Kilmainham, the inmate of Simpson's Hospital for reduced but respectable...",,1,556,1330,1,56,138,1,55,137,53.342,-6.308
1504,,Ireland,Europe,Answer,17.1969,17,1969,"The attractive character of certain localities in Ireland and abroad, as...",,0,556,1330,0,56,138,0,55,137,53.41667,-8
1505,,Ireland,Europe,Question,17.1973,17,1973,In Ireland?,,0,556,1330,0,56,138,0,1,1,53.41667,-8
1506,The Cliffs of Moher,Ireland,Europe,Answer,17.1974,17,1974,"The cliffs of Moher, the windy wilds of Connemara, lough Neagh with...",,1,556,1330,1,56,138,1,55,137,52.93611,-9.47083
1507,Connemara,Ireland,Europe,Answer,17.1974,17,1974,"The cliffs of Moher, the windy wilds of Connemara, lough Neagh with...",,5,556,1330,2,56,138,2,55,137,53.5,-9.75
1508,Fort Camden,Ireland,Europe,Answer,17.1975,17,1975,"...submerged petrified city, the Giant's Causeway, Fort Camden and Fort...",,2,556,1330,1,56,138,1,55,137,51.85,-8.26667
1509,Giant s Causeway,Ireland,Europe,Answer,17.1975,17,1975,"...submerged petrified city, the Giant's Causeway, Fort Camden and Fort...",,1,556,1330,1,56,138,1,55,137,55.24083,-6.51167
1510,Fort Carlisle,Ireland,Europe,Answer,17.1976,17,1976,"...Carlisle, the Golden Vale of Tipperary, the islands of Aran, the pastures of.",,2,556,1330,1,56,138,1,55,137,51.85,-8.26667
1511,Golden Vale of Tiperrary,Ireland,Europe,Answer,17.1976,17,1976,"...Carlisle, the Golden Vale of Tipperary, the islands of Aran, the pastures of.",,1,556,1330,1,56,138,1,55,137,52.4,-8.4
1512,Aran,Ireland,Europe,Answer,17.1976,17,1976,"...Carlisle, the Golden Vale of Tipperary, the islands of Aran, the pastures of.",,1,556,1330,1,56,138,1,55,137,53.11667,-9.7
1513,Brigid s elm,Ireland,Europe,Answer,17.1977,17,1977,"...royal Meath, Brigid's elm in Kildare, the Queen's Island shipyard in...",,1,556,1330,1,56,138,1,55,137,53.15772,-6.91128
1514,Meath,Ireland,Europe,Answer,17.1977,17,1977,"...royal Meath, Brigid's elm in Kildare, the Queen's Island shipyard in...",,3,556,1330,1,56,138,1,55,137,53.66667,-6.66667
1515,Killarney,Ireland,Europe,Answer,17.1978,17,1978,"...Belfast, the Salmon Leap, the lakes of Killarney.",,6,556,1330,1,56,138,1,55,137,52.0588,-9.5072
1516,Salmon Leap,Ireland,Europe,Answer,17.1978,17,1978,"...Belfast, the Salmon Leap, the lakes of Killarney.",,2,556,1330,1,56,138,1,55,137,53.36427,-6.48807
